-0.0490814	0.00954045
-0.0464727	0.022015
-0.0435042	0.0344197
-0.0401672	0.0467466
-0.0364535	0.0589786
-0.0323553	0.0710917
-0.0278654	0.0830564
-0.0229778	0.0948393
-0.0176875	0.106404
-0.0119905	0.117714
-0.00588453	0.12873
0.000631631	0.139415
0.00755774	0.149732
0.0148922	0.159648
0.0226319	0.16913
0.0307726	0.178148
0.0393085	0.186677
0.0482329	0.194692
0.0575377	0.202175
0.0672136	0.209109
0.0772504	0.215482
0.0876369	0.221285
0.0983612	0.226513
0.10941	0.231165
0.120771	0.235242
0.132428	0.23875
0.144368	0.241694
0.156575	0.244088
0.169034	0.245942
0.181728	0.247274
0.194642	0.2481
0.207759	0.24844
0.221063	0.248315
0.234538	0.247746
0.248167	0.246758
0.261934	0.245375
0.275822	0.24362
0.289816	0.24152
0.3039	0.239099
0.318058	0.236383
0.332276	0.233397
0.346538	0.230165
0.36083	0.226711
0.375137	0.223059
0.389447	0.219231
0.403746	0.215249
0.418021	0.211134
0.43226	0.206905
0.446452	0.20258
0.460586	0.198178
0.47465	0.193713
0.488634	0.189201
0.502531	0.184656
0.516329	0.180089
0.530022	0.175512
0.543601	0.170936
0.557059	0.166368
0.57039	0.161817
0.583587	0.15729
0.596646	0.152792
0.60956	0.14833
0.622326	0.143906
0.634941	0.139524
0.647399	0.135188
0.6597	0.130899
0.67184	0.12666
0.683818	0.122471
0.695631	0.118335
0.70728	0.11425
0.718764	0.110218
0.730081	0.106239
0.741234	0.102313
0.752222	0.0984407
0.763045	0.0946209
0.773706	0.0908538
0.784205	0.0871393
0.794545	0.0834772
0.804727	0.079867
0.814753	0.0763086
0.824626	0.0728014
0.834349	0.0693451
0.843923	0.0659389
0.853352	0.062582
0.862639	0.0592733
0.871788	0.0560116
0.880801	0.0527952
0.889682	0.049622
0.898435	0.0464896
0.907065	0.0433952
0.915574	0.0403351
0.923969	0.0373055
0.932254	0.0343016
0.940435	0.0313185
0.948517	0.0283503
0.956507	0.0253908
0.964412	0.0224331
0.972241	0.0194702
0.980003	0.0164947
0.987708	0.0134989
0.995368	0.0104755
1.003	0.00741747
