0.032803	-0.0377355
0.0407146	-0.0310113
0.0487647	-0.0244688
0.0569427	-0.0181126
0.0652408	-0.0119461
0.0736537	-0.00597223
0.0821774	-0.000193197
0.0908096	0.00538933
0.0995486	0.0107741
0.108393	0.0159605
0.117343	0.0209479
0.126397	0.0257365
0.135555	0.0303264
0.144816	0.0347181
0.154179	0.0389126
0.163643	0.0429108
0.173204	0.0467141
0.182863	0.0503239
0.192615	0.053742
0.202457	0.0569703
0.212387	0.0600109
0.222401	0.0628661
0.232494	0.0655384
0.242662	0.0680306
0.252901	0.0703454
0.263205	0.0724858
0.27357	0.074455
0.283991	0.0762564
0.294462	0.0778934
0.304978	0.0793696
0.315533	0.0806887
0.326123	0.0818546
0.336742	0.0828713
0.347386	0.0837428
0.358049	0.0844734
0.368726	0.0850672
0.379413	0.0855286
0.390105	0.0858619
0.400799	0.0860716
0.411489	0.0861622
0.422172	0.0861381
0.432844	0.0860038
0.443503	0.0857639
0.454144	0.0854228
0.464764	0.0849851
0.475362	0.0844553
0.485934	0.0838376
0.496478	0.0831367
0.506992	0.0823567
0.517474	0.0815019
0.527923	0.0805766
0.538336	0.0795848
0.548713	0.0785305
0.559051	0.0774177
0.569351	0.0762501
0.579611	0.0750316
0.589831	0.0737656
0.600008	0.0724557
0.610144	0.0711051
0.620237	0.0697171
0.630287	0.0682947
0.640294	0.0668408
0.650257	0.0653581
0.660176	0.0638493
0.670051	0.0623168
0.679882	0.0607628
0.689669	0.0591893
0.69941	0.0575984
0.709108	0.0559916
0.718762	0.0543704
0.728371	0.0527363
0.737936	0.0510901
0.747456	0.0494329
0.756934	0.0477651
0.766367	0.0460873
0.775758	0.0443994
0.785105	0.0427015
0.79441	0.0409931
0.803673	0.0392735
0.812894	0.0375417
0.822074	0.0357964
0.831213	0.0340361
0.840311	0.0322587
0.84937	0.0304619
0.858389	0.0286431
0.867369	0.0267991
0.876311	0.0249264
0.885214	0.0230211
0.894079	0.0210787
0.902906	0.0190943
0.911694	0.0170626
0.920444	0.0149774
0.929154	0.0128321
0.937825	0.0106197
0.946454	0.008332
0.95504	0.00596051
0.963582	0.00349571
0.972078	0.000927281
0.980526	-0.00175602
0.988922	-0.00456649
0.997264	-0.00751754
